Year,Month,Day_of_week,Weekend,Trips,Med_Income_Orig,Pop_den_Orig,Per_Male_Orig,Working_age_Orig,Elderly_Orig,Avg_Hhold_Orig,Married_Orig,F_Married_Orig,HighSchool_higher_Orig,Bachelor_Higher_Orig,Commute_PC_Orig,Com_LU_Orig,Gov_LU_Orig,Ind_LU_Orig,Parks_LU_Orig,Res_LU_Orig,Med_Income_Des,Pop_den_Des,Per_Male_Des,Working_age_Des,Elderly_Des,Avg_Hhold_Des,Married_Des,F_Married_Des,HighSchool_higher_Des,Bachelor_Higher_Des,Com_LU_Des,Com_LU_Des,Gov_LU_Des,Ind_LU_Des,Parks_LU_Des,Res_LU_Des,Avgerage_Temp,Precipitation,Snow,Cases,Deaths,Hospitalizations,Positive_Rate,Partially_Vaccinated,Fully_Vaccinated,Stringency_Index
3,2,4,0,1,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,158846.48,12330.66714,0.532,0.83,0.034,2.31,0.351,0.378,0.976,0.866,0.529,0.054757045,0.031098923,0,0,0.308629896,-9,0,0,357,13,37,0.0347,0.103,0.036,54.63
2,3,4,0,2,49228,4527.709345,0.479,0.861,0.05,1.82,0.157,0.163,0.962,0.647,0.624,0.008416976,0.152051863,0,0,0.159380856,103661.52,7063.011561,0.474,0.813,0.056,2.02,0.372,0.359,0.938,0.736,0.593,0.013839334,0.027469395,0.039326343,0,0.187855999,5,0,0,32,0,12,0.0924,0,0,29.63
2,9,0,0,1,76207.92,1777.871278,0.593,0.87,0.061,2.51,0.178,0.196,0.932,0.672,0.741,0.022125074,0.340492744,0,0.000284251,0.027217243,59776.68,16429.17705,0.512,0.691,0.159,1.91,0.448,0.36,0.903,0.49,0.624,0.025977294,0.010967278,0,0,0.13374825,19,0,0,430,3,20,0.0514,0,0,55.09
3,1,0,0,1,123482.92,5362.930036,0.554,0.784,0.189,2.32,0.133,0.154,0.871,0.388,0.618,0.004147719,0.27773824,0,0,0.044444304,78876.4,8070.844313,0.488,0.826,0.105,1.55,0.344,0.283,0.967,0.765,0.66,0.027076335,0.01411433,0.002750757,0.00075002,0.124703754,-2,0,0,1877,10,94,0.0997,0.017,0,57.41
2,11,4,0,2,33927.64,8008.392518,0.392,0.655,0.107,2.45,0.17,0.149,0.891,0.209,0.534,0.022258366,0.017277217,0,0,0.207618952,49177.16,5593.884671,0.442,0.61,0.17,2.95,0.264,0.221,0.819,0.137,0.267,0.025380196,0.020830601,0.008784331,0,0.385157525,16,0,0,2795,10,133,0.1614,0,0,56.02
2,8,3,0,16,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,116917.12,25447.92796,0.466,0.723,0.246,1.44,0.364,0.307,1,0.853,0.747,0.023748125,0.01556791,0,0.028221744,0.034618089,23,0,0,349,4,22,0.0565,0,0,58.33
3,4,5,0,1,49034.56,3156.099276,0.459,0.637,0.073,2.6,0.193,0.131,0.811,0.217,0.537,0.014853575,0.02732878,0.161683258,0,0.064786386,184927.4,13792.66154,0.49,0.854,0.062,1.64,0.449,0.403,0.997,0.905,0.649,0.108184837,0.010487887,0.003748907,0.00885466,0.077963469,13,0,0,462,9,47,0.0622,0.328,0.177,51.85
3,7,4,0,1,109327.08,5359.55812,0.534,0.711,0.109,2.43,0.317,0.426,0.899,0.54,0.462,0.043817913,0.006714507,0.112928361,0,0.193491677,170077.16,9966.139614,0.522,0.806,0.048,2.3,0.403,0.446,0.983,0.803,0.563,0.021908282,0.010943072,0.000408702,0,0.152477687,22,0.03,0,151,0,11,0.0241,0.574,0.514,34.26
3,1,4,0,1,29596.32,4510.037533,0.41,0.762,0.132,2.17,0.206,0.183,0.832,0.2,0.533,0.027284324,0.015018274,0.006706035,0,0.213297649,33927.64,8008.392518,0.392,0.655,0.107,2.45,0.17,0.149,0.891,0.209,0.534,0.022258366,0.017277217,0,0,0.207618952,1,0,0,1207,18,58,0.0838,0.022,0.004,57.41
2,8,4,0,1,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,48567.08,6838.300727,0.403,0.623,0.1,2.78,0.17,0.112,0.88,0.221,0.473,0.026739061,0.016566412,0,0,0.115033145,23,0,0,418,2,25,0.0555,0,0,58.33
3,6,2,0,1,34850.2,6474.264972,0.423,0.611,0.172,2.75,0.211,0.191,0.686,0.091,0.462,0.01882819,0.009182,0.019168921,0.001701595,0.177545511,48567.08,7052.928806,0.365,0.65,0.117,2.06,0.247,0.177,0.889,0.434,0.387,0.035547978,0.033124294,0,0,0.152944692,20,0,0,101,7,17,0.0114,0.533,0.451,50
3,7,4,0,7,123392.4,3822.397204,0.474,0.807,0.102,1.61,0.349,0.306,0.994,0.886,0.63,0.020557297,0.015782345,0,0.212482125,0.135620619,117606.56,7473.339533,0.49,0.847,0.092,2.03,0.268,0.252,0.975,0.729,0.651,0.040321537,0.006486046,0,0.000551319,0.167668688,22,0.03,0,151,0,11,0.0241,0.574,0.514,34.26
3,1,5,0,1,83852.52,5843.506923,0.472,0.738,0.115,2.66,0.469,0.373,0.87,0.406,0.389,0.042076442,0.011526135,0.00812597,0.00130772,0.22667593,162034.52,30420.36433,0.506,0.833,0.086,1.53,0.403,0.379,0.989,0.874,0.749,0.019257159,0.008568086,0,0.022725597,0.033406645,1,0,0,780,17,60,0.1006,0.022,0.005,57.41
2,3,3,0,1,184514.48,4329.430206,0.517,0.694,0.146,2.19,0.417,0.455,0.927,0.756,0.464,0.123438816,0.049460341,0.038875451,0.00044374,0.155355676,60063.12,10222.10897,0.49,0.685,0.102,2.96,0.329,0.274,0.738,0.272,0.498,0.010853345,0.009608731,0.006260058,0,0.136333419,8,0,0,21,0,8,0.0845,0,0,17.59
2,12,4,0,14,188886.72,5429.411174,0.46,0.778,0.084,2.31,0.466,0.365,0.988,0.913,0.61,0.127848964,0.004623561,0.080925048,0.004490626,0.211019667,184927.4,13792.66154,0.49,0.854,0.062,1.64,0.449,0.403,0.997,0.905,0.649,0.108184837,0.010487887,0.003748907,0.00885466,0.077963469,0,0,0,1300,19,90,0.0796,0.003,0,61.11
3,1,0,0,1,148864.48,2306.730211,0.536,0.797,0.044,2.18,0.394,0.442,0.989,0.745,0.396,0.085620816,0.010884085,0.082297468,0,0.073469801,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,0,0.13,38.1,859,11,81,0.0521,0.046,0.014,57.41
3,4,4,0,1,57983.64,16513.92227,0.511,0.753,0.087,2.96,0.286,0.285,0.73,0.337,0.587,0.028410234,0.043878817,0,0,0.176646028,153027.16,12276.6374,0.54,0.88,0.049,2.38,0.275,0.335,0.995,0.831,0.592,0.006212651,0,0,0.001315079,0.078786732,8,0,0,654,5,59,0.0559,0.402,0.26,51.85
3,6,4,0,1,142478.48,9714.226988,0.495,0.738,0.162,2.04,0.406,0.376,0.922,0.738,0.59,0.045460314,0.020955525,0,0.00187305,0.23451778,117972.36,4911.908695,0.511,0.766,0.083,2.03,0.307,0.318,0.916,0.621,0.667,0.00529833,0.055940017,0,0,0.049008002,28,0,0,39,2,15,0.0066,0.546,0.474,37.96
2,10,5,0,1,176010.56,9388.677005,0.489,0.737,0.063,2.56,0.512,0.456,0.957,0.84,0.538,0.009763621,0.001718536,0.00068712,0,0.113303411,70660.16,12592.67019,0.474,0.758,0.026,2.74,0.337,0.297,0.869,0.397,0.39,0.026902178,0.000900357,0,0,0.195928889,11,0.41,0,226,3,38,0.045,0,0,55.09
3,3,2,0,1,153892.68,11223.66545,0.514,0.881,0.016,2.12,0.288,0.311,0.974,0.795,0.59,0.016792497,0.007417195,0.001845843,0,0.114785325,48583.2,8181.635608,0.506,0.713,0.101,3.2,0.442,0.408,0.639,0.143,0.424,0.042715286,0.023682086,0.112826767,0.000723184,0.289706234,9,0,0,337,5,26,0.0276,0.152,0.078,54.63
3,5,3,0,9,159994.72,5479.182807,0.477,0.864,0.034,1.9,0.378,0.329,0.991,0.793,0.587,0.05134316,0.000929131,0.029494571,0,0.072739333,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,24,0,0,246,4,39,0.0267,0.508,0.424,50
2,8,4,0,6,135367.08,14904.09535,0.464,0.788,0.154,1.64,0.532,0.428,1,0.882,0.673,0.047927031,0.001666649,0,0.034408368,0.03946857,131111.4,15380.66888,0.523,0.847,0.03,2.03,0.305,0.268,0.996,0.858,0.763,0.117928415,0.002380858,0,0.005285714,0.201167669,27,0,0,347,3,26,0.0493,0,0,58.33
2,9,3,0,1,28555.96,2314.249405,0.472,0.559,0.323,2.42,0.358,0.285,0.762,0.038,0.275,0.006212288,0.015222209,0,0,0.135828794,29596.32,4510.037533,0.41,0.762,0.132,2.17,0.206,0.183,0.832,0.2,0.533,0.027284324,0.015018274,0.006706035,0,0.213297649,25,0,0,341,3,23,0.0541,0,0,55.09
3,4,6,1,1,74299.56,7282.396376,0.51,0.764,0.114,2.9,0.485,0.416,0.742,0.258,0.251,0.057572511,0.01181433,0.001366766,0.000936746,0.420006535,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,16,0,0,300,4,42,0.0774,0.329,0.18,51.85
3,6,5,0,18,177998.28,11753.75594,0.539,0.863,0.021,2.24,0.374,0.453,0.972,0.812,0.612,0.046217573,0.02645794,0,0,0.18605814,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,25,3.48,0,19,0,4,0.0055,0.56,0.497,37.96
2,5,1,0,1,49830.64,3711.827762,0.496,0.726,0.15,2.76,0.194,0.159,0.905,0.21,0.35,0.019719305,0.038176728,0,0,0.256661716,37485.2,3140.430896,0.4,0.693,0.145,1.87,0.108,0.053,0.898,0.198,0.52,0.019841953,0.025190469,0,0,0.255659073,8,0.58,0,1090,58,154,0.2284,0,0,82.41
2,11,6,1,1,50437,6848.437178,0.52,0.735,0.054,3.45,0.392,0.355,0.643,0.11,0.36,0.125004886,0.01382658,0.120862828,0,0.193431117,49561.56,9616.46695,0.498,0.667,0.057,3.49,0.445,0.453,0.649,0.097,0.51,0.039541755,0.017193857,0.012742476,0,0.229459126,6,0,0,734,6,74,0.1343,0,0,56.02
2,6,4,0,1,133730.28,15302.79095,0.46,0.823,0.143,1.51,0.472,0.396,0.993,0.882,0.694,0.031007552,0.009480363,0,0.020535587,0.034216374,118653.12,7347.397389,0.508,0.692,0.203,2.04,0.401,0.412,0.945,0.76,0.497,0.034894581,0.02464973,0,0.000459593,0.2576815,25,3.96,0,220,13,31,0.0396,0,0,55.56
2,6,6,1,1,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,52232.52,14172.41754,0.543,0.824,0.14,1.49,0.264,0.287,0.957,0.557,0.637,0.05709627,0.024393733,0,0,0.193424782,26,0.36,0,110,5,27,0.047,0,0,55.56
2,7,4,0,1,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,117606.56,7473.339533,0.49,0.847,0.092,2.03,0.268,0.252,0.975,0.729,0.651,0.040321537,0.006486046,0,0.000551319,0.167668688,26,0,0,326,3,26,0.0403,0,0,58.33
2,10,1,0,24,171334.52,13585.49187,0.502,0.841,0.055,1.71,0.396,0.375,0.981,0.885,0.635,0.063723889,0.034170799,0.004285442,0.004039233,0.237820947,184927.4,13792.66154,0.49,0.854,0.062,1.64,0.449,0.403,0.997,0.905,0.649,0.108184837,0.010487887,0.003748907,0.00885466,0.077963469,10,0.36,0,1195,5,59,0.0785,0,0,54.63
2,12,3,0,1,177998.28,11753.75594,0.539,0.863,0.021,2.24,0.374,0.453,0.972,0.812,0.612,0.046217573,0.02645794,0,0,0.18605814,111213.12,3687.19515,0.519,0.727,0.099,2.61,0.455,0.48,0.945,0.55,0.405,0.016367122,0.001938747,0.040985289,0,0.084983085,0,0,0,1350,23,99,0.0897,0.001,0,61.11
2,7,2,0,2,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,163556,11721.11567,0.594,0.853,0.023,2.07,0.29,0.398,0.995,0.862,0.686,0.031625911,0.010678931,0,0,0.31405111,26,2.08,0,268,7,24,0.0342,0,0,58.33
2,9,2,0,1,44271.72,7426.131879,0.445,0.627,0.108,2.95,0.316,0.254,0.76,0.102,0.364,0.016390111,0.011081773,0,0,0.217498159,25300.96,10682.6816,0.429,0.679,0.106,2.05,0.159,0.132,0.771,0.068,0.622,0.029236998,0.001368845,0.009630782,0,0.154149205,22,0,0,366,4,33,0.0442,0,0,55.09
3,1,5,0,6,150409.52,6108.193607,0.565,0.75,0.053,2.55,0.335,0.445,0.965,0.763,0.343,0.182220912,0.012114772,0.014111204,0,0.213347034,184927.4,13792.66154,0.49,0.854,0.062,1.64,0.449,0.403,0.997,0.905,0.649,0.108184837,0.010487887,0.003748907,0.00885466,0.077963469,1,0,0,780,17,60,0.1006,0.022,0.005,57.41
3,2,4,0,2,176058.92,9215.186755,0.542,0.879,0.012,2.13,0.292,0.33,0.972,0.844,0.697,0.056252174,0.000855105,0,0,0.095123958,183531.16,9832.132681,0.513,0.788,0.091,2.02,0.394,0.432,0.952,0.76,0.477,0.028264438,0.036192146,0.002795288,0,0.198961683,-10,0,0,319,7,30,0.0297,0.119,0.048,54.63
3,5,5,0,5,126002.6,11839.49285,0.511,0.902,0.042,2.17,0.286,0.304,0.938,0.744,0.604,0.036502786,0.022329202,0.002446675,0.017031984,0.14492009,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,7,0.97,0,270,8,42,0.0514,0.476,0.378,50
3,3,0,0,1,187274.72,3412.905497,0.513,0.836,0.035,1.79,0.42,0.425,0.99,0.841,0.6,0.09582844,0.009420857,0.094308484,0.005731105,0.053664057,113736.52,12348.97162,0.532,0.815,0.065,1.97,0.339,0.337,0.979,0.79,0.684,0.058087344,0.031325174,0,0.001958969,0.236996932,9,0,0,730,3,44,0.0436,0.292,0.153,51.85
2,10,3,0,1,69995.52,14210.124,0.512,0.869,0.053,1.84,0.19,0.214,0.933,0.586,0.568,0.028085601,0.033347274,0,0.002447042,0.27129265,81737.08,7666.387273,0.505,0.64,0.142,2.53,0.498,0.495,0.889,0.53,0.311,0.009214657,0.012693245,0,0,0.187590485,6,0,0,1889,4,91,0.113,0,0,56.02
2,10,4,0,2,112812.72,14020.34107,0.434,0.872,0.034,1.73,0.34,0.258,0.993,0.886,0.733,0.045164108,0.003462541,0,0.002425606,0.126453528,95222.08,5521.705052,0.529,0.761,0.173,1.68,0.317,0.337,0.991,0.709,0.688,0,0.003743148,0,0,0.123539104,3,0,0,1873,4,97,0.1254,0,0,56.02
2,10,4,0,1,73127.76,7574.330016,0.501,0.691,0.14,2.64,0.394,0.358,0.827,0.425,0.566,0.041606054,0.010752996,0.121319084,0.009261891,0.280782862,28436.92,7292.560146,0.383,0.617,0.209,2.04,0.228,0.149,0.892,0.255,0.697,0.013264185,0.007146337,0.00177029,0,0.154767718,20,0,0,668,4,51,0.0631,0,0,51.39
3,5,4,0,1,83373.88,13015.70047,0.499,0.706,0.098,2.99,0.365,0.373,0.821,0.348,0.453,0.014122196,0.015449599,0.002165409,0,0.142879988,143200.16,5544.395708,0.434,0.802,0.092,1.66,0.541,0.4,0.966,0.77,0.501,0.037566808,0.012762775,0.004028705,0.211518233,0.085278859,11,0,0,365,11,34,0.0371,0.474,0.373,50
3,6,6,1,2,209507.92,2158.616359,0.438,0.933,0.061,1.59,0.227,0.148,0.992,0.94,0.733,0.034704219,0.012352627,0,0.025860518,0.009460257,97739.28,8582.327972,0.574,0.782,0.114,1.99,0.334,0.438,0.935,0.675,0.604,0.032218431,0.139316883,0.000485418,0.003497878,0.182765932,25,0,0,24,4,6,0.008,0.547,0.477,37.96
2,6,1,0,2,113736.52,12348.97162,0.532,0.815,0.065,1.97,0.339,0.337,0.979,0.79,0.684,0.058087344,0.031325174,0,0.001958969,0.236996932,97739.28,8582.327972,0.574,0.782,0.114,1.99,0.334,0.438,0.935,0.675,0.604,0.032218431,0.139316883,0.000485418,0.003497878,0.182765932,28,0,0,265,3,29,0.038,0,0,55.56
3,2,1,0,1,22959.84,9296.104525,0.444,0.589,0.331,1.7,0.235,0.204,0.809,0.363,0.66,0.017292032,0.013570887,0,0,0.099511452,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,-2,0,0,647,6,51,0.0454,0.068,0.021,57.41
2,6,4,0,1,78128.68,8301.050726,0.525,0.767,0.082,2.99,0.337,0.377,0.77,0.292,0.343,0.067940949,0.018319443,0.005409882,0,0.311592677,136029.24,7962.254607,0.505,0.81,0.03,2.13,0.397,0.345,0.959,0.808,0.498,0.032002315,0.014432991,0.004359095,0,0.186580063,20,0,0,248,21,27,0.058,0,0,73.15
2,10,0,0,1,48439.36,7074.858929,0.476,0.644,0.24,1.7,0.319,0.304,0.893,0.498,0.627,0.001458884,0.025844425,0,0,0.158091485,117578.04,7806.843615,0.464,0.582,0.158,2.45,0.561,0.429,0.933,0.716,0.402,0.053059931,0.009744523,0.000782023,0,0.231640964,8,0.13,0,1166,4,59,0.0819,0,0,54.63
3,5,4,0,1,106896.68,26611.20588,0.397,0.58,0.379,1.55,0.636,0.484,0.989,0.813,0.741,0.028350004,0,0,0.079286339,0.127963102,176010.56,9388.677005,0.489,0.737,0.063,2.56,0.512,0.456,0.957,0.84,0.538,0.009763621,0.001718536,0.00068712,0,0.113303411,15,0,0,292,6,33,0.0341,0.49,0.404,50
2,9,6,1,1,211730,9604.931843,0.538,0.739,0.036,2.67,0.504,0.578,0.984,0.893,0.445,0.03032,0,0,0,0.216126037,51150,13230.71961,0.452,0.697,0.071,2.3,0.229,0.171,0.917,0.502,0.644,0.036795872,0.019288593,0.008024679,0,0.146210476,19,0.2,0,168,1,35,0.05,0,0,55.09
2,9,3,0,5,169122.36,11142.36228,0.491,0.869,0.076,1.56,0.377,0.341,0.997,0.922,0.695,0.068033104,0.006621534,0.00366556,0.00278221,0.050580965,141714.64,6014.727781,0.461,0.724,0.134,2.13,0.407,0.363,0.987,0.808,0.734,0.029389332,0.075057477,0,0,0.128956326,17,0.41,0,329,2,19,0.0455,0,0,55.09
2,10,2,0,1,64421.72,10510.83062,0.49,0.666,0.106,3.6,0.406,0.36,0.646,0.134,0.305,0.054375255,0.013193854,0.000577016,0,0.249366786,81763.12,11062.59756,0.497,0.775,0.12,2.45,0.308,0.291,0.905,0.498,0.524,0.022996528,0.006850148,0,0,0.197362528,6,0,0,1740,8,100,0.1016,0,0,56.02
2,10,3,0,1,92298.16,8559.035656,0.519,0.775,0.124,2.16,0.378,0.368,0.934,0.628,0.509,0.044441496,0.020657674,0,0.001073937,0.287805536,83509.04,1849.829028,0.425,0.621,0.311,1.63,0.329,0.23,0.978,0.723,0.636,0.00418305,0.014722566,0,0,0.045060661,18,4.72,0,1307,4,71,0.088,0,0,54.63
2,8,0,0,1,51150,13738.84835,0.492,0.691,0.185,1.8,0.379,0.264,0.898,0.404,0.421,0.027035031,0.028709457,0.002886169,0.001653546,0.281507654,186297.6,9664.472616,0.539,0.788,0.057,2.18,0.374,0.416,0.989,0.871,0.678,0.066627192,0.019256081,0,0,0.203805603,21,0,0,428,3,31,0.0544,0,0,58.33
2,9,6,1,1,71639.76,9460.36314,0.555,0.781,0.147,2.64,0.331,0.4,0.684,0.268,0.618,0.029882742,0.077598622,0.015355766,0,0.08965564,16002.2,2937.442356,0.481,0.61,0.068,2.71,0.218,0.179,0.636,0.127,0.678,0.009594114,0.007835282,0.01668087,0,0.119641915,17,0,0,109,6,18,0.0331,0,0,55.09
2,9,0,0,1,98462.2,7494.038087,0.49,0.855,0.037,1.87,0.399,0.396,0.996,0.725,0.664,0.020866597,0.019892939,0.011312447,0,0.072416344,91109,9445.377602,0.494,0.749,0.104,2.27,0.487,0.413,0.919,0.578,0.529,0.073832381,0.057539486,0,0.000778221,0.358484734,19,0,0,430,3,20,0.0514,0,0,55.09
3,4,5,0,1,135288.96,14177.20228,0.502,0.887,0.028,1.67,0.454,0.428,0.988,0.892,0.721,0.111274819,0.013904555,0,0.01919384,0.066354501,41695,5919.131981,0.47,0.634,0.164,2.38,0.28,0.207,0.806,0.199,0.456,0.009927572,0.032276036,0,0,0.179683414,13,0.05,0,410,10,45,0.0696,0.439,0.307,50
2,10,4,0,7,187274.72,3412.905497,0.513,0.836,0.035,1.79,0.42,0.425,0.99,0.841,0.6,0.09582844,0.009420857,0.094308484,0.005731105,0.053664057,168652.4,3983.534441,0.471,0.574,0.355,1.72,0.589,0.464,0.992,0.793,0.513,0.009559366,0.000449899,0,0.005189693,0.05653157,3,0,0,1873,4,97,0.1254,0,0,56.02
2,8,4,0,2,87093.88,1962.457295,0.485,0.741,0.212,1.56,0.416,0.367,0.961,0.774,0.559,0.002521007,0.043369593,0,0.000680771,0.054404451,130316.56,17831.13636,0.452,0.846,0.084,1.77,0.373,0.333,0.975,0.776,0.662,0.035053983,0.024272404,0.002756814,0,0.202582512,25,0,0,432,5,21,0.0587,0,0,55.09
2,6,5,0,1,31672.08,3870.570759,0.47,0.691,0.093,3.11,0.176,0.149,0.79,0.078,0.394,0.012922152,0.021566199,0.070934085,0,0.154970942,171334.52,13585.49187,0.502,0.841,0.055,1.71,0.396,0.375,0.981,0.885,0.635,0.063723889,0.034170799,0.004285442,0.004039233,0.237820947,16,0.18,0,121,18,25,0.0567,0,0,73.15
3,3,6,1,1,182964.48,14274.27344,0.495,0.9,0.039,2.4,0.162,0.152,0.997,0.899,0.688,0.020699868,0.120296539,0,0,0.189895935,88538.48,8721.419116,0.573,0.794,0.065,2.24,0.355,0.456,0.895,0.513,0.609,0.037420188,0.016511931,0.001385863,0,0.115192206,12,0,0,220,4,51,0.0484,0.238,0.128,54.63
3,3,0,0,3,112784.2,10978.21526,0.542,0.782,0.113,2.27,0.347,0.344,0.887,0.617,0.563,0.049201974,0.055970036,0,0,0.368894697,125240,6361.382716,0.56,0.941,0.036,1.61,0.285,0.285,0.943,0.757,0.758,0.295334021,0.05660954,0,0.020947931,0.022814064,12,0,0,325,5,24,0.0249,0.168,0.09,54.63
3,6,6,1,3,113736.52,12348.97162,0.532,0.815,0.065,1.97,0.339,0.337,0.979,0.79,0.684,0.058087344,0.031325174,0,0.001958969,0.236996932,156091.2,25363.28322,0.441,0.684,0.25,1.7,0.481,0.38,0.992,0.807,0.624,0.00149357,0.008686766,0,0.003810181,0.115065831,25,0,0,17,1,1,0.0066,0.56,0.497,37.96
2,3,4,0,1,95790,5915.727253,0.472,0.81,0.095,1.91,0.344,0.311,0.98,0.801,0.605,0.01321382,0.01060659,0,0.00203854,0.111290039,194525,10626.1921,0.506,0.808,0.037,2.44,0.409,0.408,0.986,0.877,0.605,0.026239633,0.000461875,0.000111372,0.001689363,0.160288632,5,0,0,32,0,12,0.0924,0,0,29.63
2,10,1,0,1,89673.08,7315.470302,0.589,0.764,0.109,2.41,0.405,0.59,0.849,0.379,0.447,0.03692132,0.051256841,0.00268372,0,0.359513584,106950,2147.288537,0.483,0.789,0.124,1.62,0.268,0.257,0.95,0.686,0.559,0.165670158,0.050297052,0.121523621,0,0.069537939,2,0.18,0,1630,4,95,0.0995,0,0,56.02
2,11,5,0,4,59109.56,1565.549135,0.445,0.638,0.162,2.48,0.363,0.209,0.864,0.246,0.453,0.092947823,0.01754756,0.031783758,0.010356717,0.087749356,31357.12,5846.020962,0.459,0.6,0.187,2.47,0.207,0.194,0.811,0.115,0.413,0.011731863,0.028847648,0.002400677,0.016165164,0.333484155,4,0,0,1373,17,123,0.1692,0,0,61.11
3,6,2,0,1,113736.52,12348.97162,0.532,0.815,0.065,1.97,0.339,0.337,0.979,0.79,0.684,0.058087344,0.031325174,0,0.001958969,0.236996932,89661.92,17080.75961,0.541,0.812,0.06,1.83,0.248,0.284,0.996,0.772,0.722,0.020090872,0.027058008,0,0,0.070146578,20,0,0,101,7,17,0.0114,0.533,0.451,50
2,11,2,0,1,145266,3849.316793,0.55,0.817,0.118,1.69,0.329,0.383,0.971,0.822,0.634,0.006462968,0.014048601,0.001491151,0.25253595,0.059823441,74837.72,3461.692616,0.449,0.704,0.185,1.77,0.399,0.328,0.961,0.814,0.727,0.003120227,0.003430548,0,0,0.070918486,5,0,0,2489,9,137,0.1458,0,0,56.02
3,3,4,0,1,56592.36,14777.85462,0.527,0.711,0.068,2.65,0.325,0.379,0.803,0.322,0.407,0.0252877,0.006238177,0.004275729,0,0.279670868,116702.6,5507.412153,0.497,0.616,0.133,3.25,0.612,0.597,0.841,0.497,0.36,0.064712553,0.028149311,0,0,0.372772569,8,0,0,347,8,16,0.0312,0.19,0.105,54.63
2,9,4,0,1,28720.88,5750.494649,0.443,0.659,0.164,2.41,0.206,0.116,0.803,0.2,0.169,0.032552971,0.037569526,0,0.002711556,0.26012706,51322.36,19477.89543,0.558,0.742,0.08,2.13,0.261,0.392,0.734,0.353,0.686,0.090336082,0.025289929,0.005777627,0.00459271,0.149120574,19,0,0,343,5,20,0.0499,0,0,55.09
3,6,3,0,1,126002.6,11839.49285,0.511,0.902,0.042,2.17,0.286,0.304,0.938,0.744,0.604,0.036502786,0.022329202,0.002446675,0.017031984,0.14492009,142458.64,2000.681589,0.505,0.652,0.098,2.55,0.562,0.564,0.838,0.59,0.448,0.063377605,0.108898611,0.128451968,0.004006362,0.086716628,22,0,0,96,7,14,0.0148,0.534,0.453,50
3,2,3,0,1,69471,12921.12983,0.511,0.727,0.059,3.04,0.335,0.4,0.834,0.31,0.424,0.040806981,0.021173172,0.006557215,0,0.267470632,120180.8,3513.202202,0.496,0.685,0.154,2.63,0.479,0.463,0.897,0.422,0.338,0.045243224,0.010721983,0.062737722,0,0.395728388,-1,0.58,73.7,537,9,59,0.0444,0.077,0.023,54.63
2,11,0,0,1,58280,10749.46662,0.456,0.678,0.109,3.83,0.475,0.378,0.622,0.13,0.363,0.028619622,0.001691652,0,0,0.238951101,44271.72,7426.131879,0.445,0.627,0.108,2.95,0.316,0.254,0.76,0.102,0.364,0.016390111,0.011081773,0,0,0.217498159,1,0,0,2391,22,136,0.1317,0,0,61.11
2,10,5,0,2,58400.28,8388.309911,0.46,0.805,0.093,2.13,0.222,0.216,0.712,0.454,0.65,0.052605182,0.060439461,0.052833541,0,0.144300626,182318.44,11805.06492,0.514,0.61,0.163,2.55,0.485,0.519,0.983,0.79,0.62,0.003463454,0,0,0,0.174911518,11,0.41,0,226,3,38,0.045,0,0,55.09
2,12,4,0,1,88195,13261.74595,0.528,0.743,0.057,2.82,0.439,0.449,0.815,0.343,0.52,0.037742009,0,0.001214139,0,0.135956134,176762,1708.65603,0.602,0.877,0.044,2.05,0.292,0.425,0.983,0.741,0.517,0.063452679,0.009132152,0.110705935,0.002609637,0.051509695,0,0,0,1300,19,90,0.0796,0.003,0,61.11
